epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,34515.3,0.28917,0.2134,0.8108,0.99841,0.99983,0.995,0.98725,0.20303,0.16351,0.76837,0.000643795,0.000643795,0.000643795
188,34694,0.27915,0.21124,0.80732,0.99866,0.99985,0.995,0.98548,0.19684,0.15875,0.76738,0.000638294,0.000638294,0.000638294
189,34871.3,0.29122,0.22146,0.80878,0.99807,0.99979,0.995,0.98529,0.21269,0.16681,0.76909,0.000632793,0.000632793,0.000632793
190,35049.6,0.27861,0.21625,0.80711,0.99833,0.99982,0.995,0.98724,0.19957,0.16055,0.7671,0.000627292,0.000627292,0.000627292
191,35227.8,0.27497,0.21405,0.79745,0.99856,0.99982,0.995,0.98576,0.20293,0.16433,0.76768,0.000621791,0.000621791,0.000621791
192,35405.6,0.27274,0.20552,0.79411,0.99946,0.99825,0.995,0.98727,0.20135,0.16038,0.76748,0.00061629,0.00061629,0.00061629
193,35585,0.28327,0.21031,0.80904,0.99903,0.99978,0.995,0.98441,0.20635,0.15905,0.76764,0.000610789,0.000610789,0.000610789
194,35763,0.27559,0.21293,0.79723,0.999,0.99982,0.995,0.98622,0.20651,0.16136,0.76806,0.000605288,0.000605288,0.000605288
195,35941.7,0.286,0.2142,0.80484,0.99881,0.99983,0.995,0.98687,0.19864,0.15869,0.76714,0.000599787,0.000599787,0.000599787
196,36119.7,0.27801,0.20893,0.81315,0.99917,0.99825,0.995,0.98529,0.21126,0.16225,0.76758,0.000594286,0.000594286,0.000594286
197,36298.3,0.28091,0.21664,0.8075,0.99788,0.99963,0.995,0.98597,0.20541,0.16014,0.76817,0.000588784,0.000588784,0.000588784
198,36475.8,0.25695,0.19916,0.79301,0.99806,0.99982,0.995,0.98688,0.19271,0.15387,0.76714,0.000583283,0.000583283,0.000583283
199,36653.8,0.27829,0.20796,0.8089,0.99848,0.99984,0.995,0.98568,0.20152,0.15833,0.76816,0.000577782,0.000577782,0.000577782
200,36832.4,0.26112,0.20225,0.80342,0.99859,0.99984,0.995,0.98659,0.19934,0.15934,0.76817,0.000572281,0.000572281,0.000572281
201,37011,0.27751,0.2112,0.79949,0.99875,0.99986,0.995,0.98574,0.20033,0.15822,0.76807,0.00056678,0.00056678,0.00056678
202,37189.7,0.26788,0.20279,0.80939,0.99841,0.99985,0.995,0.98708,0.19357,0.15297,0.76742,0.000561279,0.000561279,0.000561279
203,37367.9,0.26804,0.20234,0.80148,0.9983,0.99985,0.995,0.9874,0.19422,0.15389,0.76694,0.000555778,0.000555778,0.000555778
204,37545.7,0.27218,0.20882,0.7989,0.99947,0.99838,0.995,0.98721,0.19626,0.15698,0.76745,0.000550277,0.000550277,0.000550277
205,37722.6,0.2714,0.20685,0.79361,0.9995,0.99838,0.995,0.98619,0.19401,0.15507,0.76709,0.000544776,0.000544776,0.000544776
206,37899.8,0.27882,0.21204,0.809,0.99958,0.99837,0.995,0.98675,0.19379,0.15639,0.76713,0.000539275,0.000539275,0.000539275
207,38078.8,0.26153,0.19889,0.8035,0.99965,0.99837,0.995,0.9867,0.19187,0.15135,0.7667,0.000533773,0.000533773,0.000533773
208,38255,0.25703,0.19781,0.80017,0.99955,0.99838,0.995,0.98726,0.19423,0.15405,0.76676,0.000528272,0.000528272,0.000528272
209,38433.8,0.26026,0.19999,0.79494,0.99798,0.99986,0.995,0.98837,0.18861,0.15092,0.76645,0.000522771,0.000522771,0.000522771
210,38612.3,0.25537,0.19858,0.80883,0.99801,0.99986,0.995,0.98848,0.18772,0.15335,0.76588,0.00051727,0.00051727,0.00051727
211,38791.3,0.26993,0.20509,0.81036,0.99797,0.99985,0.995,0.98863,0.18438,0.15106,0.7656,0.000511769,0.000511769,0.000511769
212,38969.9,0.25945,0.20118,0.79962,0.99808,0.99984,0.995,0.98829,0.18581,0.15122,0.7657,0.000506268,0.000506268,0.000506268
213,39148.1,0.26349,0.20148,0.78989,0.99822,0.99986,0.995,0.98873,0.18546,0.14911,0.76569,0.000500767,0.000500767,0.000500767
214,39329.4,0.26799,0.20582,0.80266,0.99879,0.99983,0.995,0.98774,0.18634,0.14915,0.76577,0.000495266,0.000495266,0.000495266
215,39510.6,0.27472,0.20507,0.80568,0.99859,0.99983,0.995,0.98737,0.19176,0.15423,0.76637,0.000489765,0.000489765,0.000489765
216,39692.8,0.27819,0.20933,0.81079,0.99838,0.99982,0.995,0.98943,0.18437,0.14601,0.76556,0.000484263,0.000484263,0.000484263
217,39877.4,0.25933,0.20171,0.79811,0.99845,0.99983,0.995,0.98983,0.18824,0.14632,0.76617,0.000478762,0.000478762,0.000478762
218,40057,0.25551,0.19889,0.80254,0.99826,0.99983,0.995,0.98919,0.17954,0.14861,0.76566,0.000473261,0.000473261,0.000473261
219,40237.4,0.25773,0.20178,0.79812,0.99806,0.99983,0.995,0.98848,0.18938,0.15213,0.76627,0.00046776,0.00046776,0.00046776
220,40420,0.2546,0.19709,0.79891,0.99844,0.99985,0.995,0.98999,0.18137,0.15,0.76604,0.000462259,0.000462259,0.000462259
221,40600.2,0.27142,0.20477,0.79802,0.99881,0.99985,0.995,0.98917,0.18597,0.15052,0.76651,0.000456758,0.000456758,0.000456758
222,40783.5,0.2585,0.19509,0.79878,0.99903,0.99988,0.995,0.98798,0.19209,0.15114,0.76724,0.000451257,0.000451257,0.000451257
223,40965.2,0.25989,0.20212,0.79917,0.99888,0.99985,0.995,0.98817,0.18351,0.14699,0.76654,0.000445756,0.000445756,0.000445756
224,41147.4,0.24746,0.19388,0.7935,0.9985,0.99982,0.995,0.98743,0.18959,0.15071,0.76611,0.000440255,0.000440255,0.000440255
225,41330.8,0.26244,0.19715,0.7995,0.9985,0.99982,0.995,0.98592,0.18689,0.15239,0.76584,0.000434754,0.000434754,0.000434754
226,41511.6,0.26122,0.19927,0.80463,0.99876,0.99986,0.995,0.98803,0.18433,0.14679,0.7658,0.000429253,0.000429253,0.000429253
227,41696.3,0.26786,0.20101,0.80583,0.9989,0.99986,0.995,0.98563,0.19401,0.15153,0.76653,0.000423751,0.000423751,0.000423751
228,41877.8,0.25542,0.20017,0.80651,0.99907,0.99986,0.995,0.98927,0.18324,0.14871,0.76621,0.00041825,0.00041825,0.00041825
229,42058.5,0.25556,0.19681,0.8001,0.99916,0.99985,0.995,0.98787,0.1829,0.15013,0.76532,0.000412749,0.000412749,0.000412749
230,42241.2,0.25812,0.20063,0.80178,0.99909,0.9998,0.995,0.98816,0.18155,0.1452,0.76555,0.000407248,0.000407248,0.000407248
231,42424.6,0.24926,0.19295,0.80252,0.99899,0.99985,0.995,0.98956,0.17744,0.14425,0.76482,0.000401747,0.000401747,0.000401747
232,42606.1,0.25301,0.19668,0.79802,0.99884,0.99984,0.995,0.9898,0.17967,0.14315,0.76506,0.000396246,0.000396246,0.000396246
233,42788.1,0.24838,0.19307,0.79938,0.9989,0.99986,0.995,0.98967,0.1779,0.14321,0.76461,0.000390745,0.000390745,0.000390745
234,42968.8,0.25981,0.19735,0.79997,0.99876,0.99985,0.995,0.98889,0.18063,0.14593,0.76505,0.000385244,0.000385244,0.000385244
235,43151.1,0.2434,0.19583,0.79085,0.9988,0.99986,0.995,0.98875,0.17983,0.14745,0.76491,0.000379743,0.000379743,0.000379743
236,43332.3,0.25027,0.19133,0.80266,0.99866,0.99985,0.995,0.9896,0.17905,0.14201,0.76457,0.000374242,0.000374242,0.000374242
237,43517.4,0.25044,0.19301,0.79668,0.99864,0.99985,0.995,0.98947,0.18039,0.14492,0.76508,0.00036874,0.00036874,0.00036874
238,43711.2,0.25262,0.19697,0.7985,0.99838,0.99985,0.995,0.98914,0.17373,0.14389,0.7647,0.000363239,0.000363239,0.000363239
239,43902.4,0.2334,0.1861,0.79724,0.99826,0.99985,0.995,0.98787,0.18138,0.14275,0.76503,0.000357738,0.000357738,0.000357738
240,44096.1,0.24469,0.19095,0.79746,0.99954,0.99838,0.995,0.99006,0.17331,0.13958,0.76488,0.000352237,0.000352237,0.000352237
241,44289.9,0.24414,0.19163,0.80117,0.99812,0.99985,0.995,0.98974,0.17224,0.13876,0.76499,0.000346736,0.000346736,0.000346736
242,44482.5,0.24698,0.19092,0.79587,0.99847,0.99983,0.995,0.98985,0.17382,0.13702,0.76451,0.000341235,0.000341235,0.000341235
243,44667.4,0.24378,0.18378,0.78837,0.99871,0.99982,0.995,0.99008,0.17473,0.13781,0.76444,0.000335734,0.000335734,0.000335734
244,44853.1,0.23691,0.18471,0.79465,0.99909,0.99993,0.995,0.98972,0.17425,0.13571,0.76467,0.000330233,0.000330233,0.000330233
245,45035.7,0.24305,0.18954,0.80017,0.99909,0.99994,0.995,0.98915,0.17176,0.13461,0.76477,0.000324732,0.000324732,0.000324732
246,45219.5,0.24926,0.18771,0.80174,0.99899,0.9999,0.995,0.98975,0.17389,0.13642,0.76509,0.000319231,0.000319231,0.000319231
247,45402,0.2486,0.19104,0.79355,0.99907,0.99993,0.995,0.99002,0.17388,0.13713,0.76509,0.000313729,0.000313729,0.000313729
248,45585.7,0.24194,0.18757,0.79367,0.99924,0.99995,0.995,0.99077,0.17327,0.13481,0.76483,0.000308228,0.000308228,0.000308228
249,45772.2,0.25412,0.18916,0.80666,0.99926,0.99992,0.995,0.98948,0.17654,0.13826,0.7643,0.000302727,0.000302727,0.000302727
250,45956,0.24944,0.19008,0.80659,0.99918,0.99988,0.995,0.99063,0.17353,0.14137,0.76484,0.000297226,0.000297226,0.000297226
251,46138.8,0.24585,0.1878,0.80759,0.99906,0.99985,0.995,0.98911,0.17533,0.13956,0.76534,0.000291725,0.000291725,0.000291725
252,46319.4,0.23702,0.18496,0.7993,0.99917,0.99986,0.995,0.98988,0.17182,0.13952,0.76486,0.000286224,0.000286224,0.000286224
253,46502.1,0.24578,0.18775,0.79919,0.99915,0.99986,0.995,0.98959,0.17189,0.1378,0.7647,0.000280723,0.000280723,0.000280723
254,46733.1,0.25014,0.18776,0.79765,0.9992,0.9999,0.995,0.99033,0.16902,0.13731,0.7641,0.000275222,0.000275222,0.000275222
255,46933.6,0.23515,0.18437,0.79049,0.99922,0.99991,0.995,0.98981,0.17142,0.13919,0.76406,0.000269721,0.000269721,0.000269721
256,47138.7,0.24103,0.18304,0.80014,0.99933,0.99999,0.995,0.98997,0.16811,0.13611,0.76372,0.00026422,0.00026422,0.00026422
257,47339.7,0.24389,0.18515,0.78987,0.99928,0.99995,0.995,0.99035,0.17024,0.13591,0.7641,0.000258718,0.000258718,0.000258718
258,47539.9,0.22901,0.17945,0.7997,0.99914,0.99988,0.995,0.99086,0.16214,0.13217,0.76376,0.000253217,0.000253217,0.000253217
259,47743.5,0.2412,0.18789,0.80512,0.99893,0.99984,0.995,0.99049,0.16785,0.13472,0.76437,0.000247716,0.000247716,0.000247716
260,47957.9,0.2361,0.18444,0.79245,0.99901,0.99983,0.995,0.99057,0.16372,0.13288,0.76418,0.000242215,0.000242215,0.000242215
261,48173.2,0.23532,0.18086,0.79615,0.99904,0.99981,0.995,0.99061,0.16199,0.13288,0.76385,0.000236714,0.000236714,0.000236714
262,48391.5,0.23355,0.17895,0.79313,0.99908,0.99977,0.995,0.99008,0.1666,0.13695,0.76401,0.000231213,0.000231213,0.000231213
263,48608.2,0.23208,0.17869,0.79896,0.9991,0.99977,0.995,0.9906,0.16465,0.13278,0.76379,0.000225712,0.000225712,0.000225712
264,48821.5,0.23727,0.17885,0.79778,0.99902,0.99975,0.995,0.99105,0.16516,0.13201,0.76382,0.000220211,0.000220211,0.000220211
265,49025.3,0.23515,0.18139,0.79576,0.99902,0.99977,0.995,0.99084,0.16052,0.12865,0.76318,0.00021471,0.00021471,0.00021471
266,49229.4,0.23809,0.18223,0.79404,0.99895,0.99975,0.995,0.9911,0.16126,0.12848,0.76326,0.000209209,0.000209209,0.000209209
267,49442.5,0.2262,0.17712,0.78683,0.99899,0.99975,0.995,0.99056,0.1607,0.12916,0.7634,0.000203707,0.000203707,0.000203707
268,49662,0.23559,0.17323,0.79438,0.99902,0.99984,0.995,0.99116,0.15962,0.12629,0.76293,0.000198206,0.000198206,0.000198206
269,49881.5,0.22528,0.17791,0.79617,0.99903,0.99986,0.995,0.992,0.15975,0.12778,0.76313,0.000192705,0.000192705,0.000192705
270,50103.4,0.23029,0.17596,0.7995,0.99897,0.99982,0.995,0.99116,0.15693,0.12456,0.763,0.000187204,0.000187204,0.000187204
271,50312.9,0.22305,0.17299,0.79861,0.99881,0.99987,0.995,0.99099,0.15919,0.1247,0.76312,0.000181703,0.000181703,0.000181703
272,50517.4,0.22826,0.17663,0.79371,0.99865,0.99981,0.995,0.99181,0.15873,0.12681,0.76332,0.000176202,0.000176202,0.000176202
273,50719.9,0.22859,0.17273,0.7925,0.99856,0.99983,0.995,0.99129,0.15892,0.1269,0.76346,0.000170701,0.000170701,0.000170701
274,50939.7,0.23139,0.17783,0.79699,0.9985,0.99984,0.995,0.99104,0.15817,0.12632,0.7634,0.0001652,0.0001652,0.0001652
275,51158.6,0.23135,0.1776,0.80003,0.9985,0.99984,0.995,0.99049,0.15997,0.12644,0.76326,0.000159699,0.000159699,0.000159699
276,51378.8,0.22992,0.17488,0.79691,0.99853,0.99983,0.995,0.99118,0.15749,0.12584,0.76307,0.000154198,0.000154198,0.000154198
277,51598.3,0.22936,0.17608,0.8018,0.99853,0.99983,0.995,0.99183,0.15631,0.12529,0.76299,0.000148696,0.000148696,0.000148696
278,51806.1,0.21676,0.17028,0.79062,0.99856,0.99983,0.995,0.99163,0.15437,0.12411,0.76326,0.000143195,0.000143195,0.000143195
279,52012.1,0.23102,0.17582,0.79938,0.99872,0.99982,0.995,0.99177,0.15435,0.12418,0.76331,0.000137694,0.000137694,0.000137694
280,52214.8,0.22465,0.17138,0.7935,0.99885,0.99986,0.995,0.99163,0.15749,0.12408,0.76312,0.000132193,0.000132193,0.000132193
281,52418.8,0.22402,0.17032,0.79396,0.99889,0.99985,0.995,0.99145,0.15483,0.12219,0.76281,0.000126692,0.000126692,0.000126692
282,52621.8,0.22909,0.17259,0.8048,0.99896,0.99985,0.995,0.9913,0.15586,0.1231,0.76276,0.000121191,0.000121191,0.000121191
283,52825.1,0.21783,0.16699,0.79118,0.99897,0.99985,0.995,0.99195,0.15285,0.12222,0.76269,0.00011569,0.00011569,0.00011569
284,53031.2,0.22801,0.17361,0.7911,0.99893,0.99986,0.995,0.99216,0.15287,0.12229,0.76272,0.000110189,0.000110189,0.000110189
285,53235.9,0.22121,0.1681,0.80502,0.99894,0.99986,0.995,0.99203,0.15454,0.12271,0.76277,0.000104688,0.000104688,0.000104688
286,53448.5,0.22344,0.16967,0.79607,0.99892,0.99986,0.995,0.99239,0.14927,0.11975,0.7625,9.91865e-05,9.91865e-05,9.91865e-05
287,53663.8,0.21477,0.16439,0.79267,0.99887,0.99986,0.995,0.99127,0.1522,0.12116,0.7627,9.36854e-05,9.36854e-05,9.36854e-05
288,53883.2,0.21627,0.16403,0.79212,0.9988,0.99986,0.995,0.99133,0.15331,0.12053,0.7627,8.81843e-05,8.81843e-05,8.81843e-05
289,54098.3,0.212,0.16272,0.79695,0.99882,0.99986,0.995,0.99215,0.14837,0.11889,0.7626,8.26832e-05,8.26832e-05,8.26832e-05
290,54306.8,0.21573,0.16134,0.79735,0.99877,0.99986,0.995,0.99079,0.15138,0.11938,0.76285,7.71821e-05,7.71821e-05,7.71821e-05
291,54508.8,0.1989,0.15555,0.76745,0.99873,0.99983,0.995,0.99103,0.15613,0.12127,0.76322,7.1681e-05,7.1681e-05,7.1681e-05
292,54719.2,0.18414,0.1414,0.75996,0.99846,0.99979,0.995,0.99108,0.15728,0.12304,0.7634,6.61799e-05,6.61799e-05,6.61799e-05
293,54936.6,0.18591,0.14954,0.76698,0.99826,0.99978,0.995,0.99141,0.15581,0.1244,0.7633,6.06788e-05,6.06788e-05,6.06788e-05
294,55149.6,0.17882,0.14285,0.76482,0.99811,0.9998,0.995,0.99121,0.15853,0.12554,0.76332,5.51777e-05,5.51777e-05,5.51777e-05
295,55359.8,0.18079,0.14331,0.76603,0.99802,0.99981,0.995,0.99128,0.15872,0.12517,0.76314,4.96766e-05,4.96766e-05,4.96766e-05
296,55569.4,0.18562,0.14236,0.76205,0.99814,0.99981,0.995,0.99054,0.15848,0.12455,0.7632,4.41755e-05,4.41755e-05,4.41755e-05
297,55771,0.18029,0.14115,0.77239,0.99825,0.99982,0.995,0.99032,0.15897,0.12457,0.76323,3.86744e-05,3.86744e-05,3.86744e-05
298,55973.5,0.17853,0.14257,0.75841,0.99836,0.99982,0.995,0.99005,0.15848,0.1236,0.76323,3.31733e-05,3.31733e-05,3.31733e-05
299,56177.9,0.18295,0.13948,0.75793,0.99843,0.99983,0.995,0.99001,0.15849,0.12335,0.76323,2.76722e-05,2.76722e-05,2.76722e-05
300,56380.3,0.17421,0.14049,0.76425,0.99851,0.99983,0.995,0.98978,0.15734,0.12212,0.76309,2.21711e-05,2.21711e-05,2.21711e-05
