epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,14076,0.36333,0.2938,0.82141,0.99845,0.99683,0.995,0.96337,0.27965,0.22914,0.78057,0.00125992,0.00125992,0.00125992
76,14258.2,0.36194,0.28338,0.81766,0.99728,0.9978,0.995,0.96657,0.28229,0.23242,0.77918,0.00125442,0.00125442,0.00125442
77,14437.9,0.35611,0.28374,0.80597,0.99842,0.99787,0.995,0.96447,0.28189,0.23121,0.77911,0.00124892,0.00124892,0.00124892
78,14622.8,0.35585,0.28233,0.81562,0.99964,0.99638,0.995,0.96782,0.27262,0.23282,0.77968,0.00124342,0.00124342,0.00124342
79,14804.9,0.34587,0.27863,0.8115,0.99907,0.99803,0.995,0.96785,0.26912,0.22896,0.77754,0.00123791,0.00123791,0.00123791
80,14988.7,0.3677,0.2996,0.81919,0.99682,0.9978,0.995,0.96028,0.27676,0.23093,0.77686,0.00123241,0.00123241,0.00123241
81,15171.6,0.35747,0.2874,0.8162,0.99853,0.99794,0.995,0.95854,0.2886,0.2354,0.77849,0.00122691,0.00122691,0.00122691
82,15350.8,0.37015,0.28927,0.82054,0.99932,0.998,0.995,0.96668,0.26166,0.22935,0.77567,0.00122141,0.00122141,0.00122141
83,15532.2,0.3478,0.27959,0.81273,0.99883,0.99825,0.995,0.96816,0.25943,0.22235,0.77632,0.00121591,0.00121591,0.00121591
84,15714.6,0.33861,0.26935,0.81115,0.9991,0.99649,0.995,0.97007,0.26241,0.21864,0.77789,0.00121041,0.00121041,0.00121041
85,15893.6,0.34631,0.27712,0.81009,0.9988,0.99825,0.995,0.96902,0.26917,0.22991,0.77946,0.00120491,0.00120491,0.00120491
86,16075.1,0.37686,0.29995,0.83162,0.99859,0.99825,0.995,0.96993,0.26451,0.23281,0.77829,0.00119941,0.00119941,0.00119941
87,16255.8,0.34604,0.28325,0.8129,0.99954,0.99821,0.995,0.96846,0.27855,0.23295,0.7807,0.00119391,0.00119391,0.00119391
88,16438.1,0.3425,0.28412,0.81858,0.99651,0.99974,0.99498,0.96554,0.27648,0.22362,0.78052,0.0011884,0.0011884,0.0011884
89,16620.1,0.35536,0.28039,0.81562,0.99753,0.99852,0.995,0.96741,0.26786,0.22136,0.77775,0.0011829,0.0011829,0.0011829
90,16801.4,0.35183,0.28325,0.82503,0.99962,0.99812,0.995,0.96386,0.2765,0.22742,0.77853,0.0011774,0.0011774,0.0011774
91,16982.8,0.36416,0.2866,0.82591,0.99962,0.99674,0.995,0.95872,0.2892,0.23192,0.77869,0.0011719,0.0011719,0.0011719
92,17164,0.35991,0.28457,0.81225,0.99708,0.9977,0.995,0.96314,0.27213,0.22798,0.77929,0.0011664,0.0011664,0.0011664
93,17345.4,0.36013,0.28282,0.81597,0.99978,0.99808,0.995,0.96659,0.27969,0.22855,0.77935,0.0011609,0.0011609,0.0011609
94,17529.5,0.35715,0.27877,0.81609,0.99722,0.99825,0.995,0.97327,0.25755,0.22202,0.77577,0.0011554,0.0011554,0.0011554
95,17713.1,0.33906,0.2684,0.81451,0.99721,0.99825,0.995,0.97098,0.27038,0.22159,0.77659,0.0011499,0.0011499,0.0011499
96,17893.3,0.35101,0.27098,0.82308,0.99963,0.99825,0.995,0.97104,0.26387,0.21425,0.7753,0.0011444,0.0011444,0.0011444
97,18073.7,0.35251,0.26864,0.81394,0.99885,0.99825,0.995,0.97159,0.26175,0.21466,0.77582,0.00113889,0.00113889,0.00113889
98,18257,0.33783,0.26164,0.81967,0.99911,0.9984,0.995,0.97498,0.24975,0.20786,0.77518,0.00113339,0.00113339,0.00113339
99,18437.4,0.34377,0.2657,0.8134,0.99916,0.99825,0.995,0.97141,0.26671,0.20878,0.77637,0.00112789,0.00112789,0.00112789
100,18618.7,0.33563,0.26065,0.81215,0.99939,0.99847,0.995,0.96859,0.26108,0.20457,0.7748,0.00112239,0.00112239,0.00112239
101,18802.7,0.34075,0.26573,0.81075,0.99831,0.99981,0.995,0.9663,0.279,0.20758,0.77702,0.00111689,0.00111689,0.00111689
102,18982.8,0.34089,0.26111,0.81499,0.99908,0.99825,0.995,0.97124,0.2493,0.20693,0.77328,0.00111139,0.00111139,0.00111139
103,19163.2,0.35263,0.26942,0.81855,0.99929,0.99825,0.995,0.96801,0.25854,0.21014,0.77561,0.00110589,0.00110589,0.00110589
104,19343.3,0.33403,0.2587,0.81773,0.99952,0.99974,0.995,0.97173,0.26335,0.20591,0.77584,0.00110039,0.00110039,0.00110039
105,19523.1,0.32591,0.25338,0.81161,0.9992,0.99778,0.995,0.9748,0.24928,0.19757,0.77373,0.00109489,0.00109489,0.00109489
106,19705.3,0.3362,0.25971,0.81917,1,0.99796,0.995,0.97252,0.25281,0.20297,0.77386,0.00108938,0.00108938,0.00108938
107,19885.3,0.34907,0.2662,0.82345,0.99934,0.99841,0.995,0.97425,0.24766,0.19925,0.7744,0.00108388,0.00108388,0.00108388
108,20068.8,0.33361,0.25651,0.81699,0.99924,0.99825,0.995,0.97769,0.247,0.19898,0.77472,0.00107838,0.00107838,0.00107838
109,20248.2,0.32629,0.25659,0.82157,0.99791,0.9998,0.995,0.97725,0.24277,0.20049,0.77406,0.00107288,0.00107288,0.00107288
110,20428.1,0.32433,0.25254,0.80723,0.99863,0.99842,0.995,0.96995,0.25649,0.20641,0.77433,0.00106738,0.00106738,0.00106738
111,20612.5,0.33014,0.25673,0.81371,0.9987,0.99761,0.995,0.97111,0.25251,0.20597,0.77307,0.00106188,0.00106188,0.00106188
112,20794.4,0.33683,0.26101,0.81894,0.99863,0.99825,0.995,0.97958,0.23883,0.1974,0.77233,0.00105638,0.00105638,0.00105638
113,20976,0.33621,0.25988,0.80602,0.99844,0.99818,0.995,0.96919,0.25133,0.20219,0.774,0.00105088,0.00105088,0.00105088
114,21160.4,0.32451,0.25531,0.8098,0.9972,0.99839,0.995,0.97649,0.25345,0.19747,0.77444,0.00104538,0.00104538,0.00104538
115,21344.1,0.33782,0.25522,0.81248,0.99793,0.99795,0.995,0.97274,0.25407,0.20141,0.77344,0.00103987,0.00103987,0.00103987
116,21525.1,0.33262,0.25714,0.81301,0.99791,0.99807,0.995,0.97343,0.25429,0.20479,0.77419,0.00103437,0.00103437,0.00103437
117,21713.2,0.33639,0.25607,0.81772,0.99866,0.99825,0.995,0.97598,0.2472,0.20343,0.77306,0.00102887,0.00102887,0.00102887
118,21897.2,0.32273,0.26345,0.81334,0.99803,0.99907,0.995,0.97906,0.23576,0.19745,0.77198,0.00102337,0.00102337,0.00102337
119,22076.2,0.32022,0.25126,0.80844,0.99855,0.99825,0.995,0.98085,0.22636,0.18814,0.77106,0.00101787,0.00101787,0.00101787
120,22260.7,0.31209,0.24339,0.80549,0.9984,0.99807,0.995,0.97914,0.23537,0.19172,0.77276,0.00101237,0.00101237,0.00101237
121,22441.2,0.3114,0.25269,0.80759,0.99743,0.99825,0.995,0.97591,0.23721,0.19837,0.77227,0.00100687,0.00100687,0.00100687
122,22623.3,0.30845,0.24774,0.80976,0.99825,0.99825,0.995,0.97927,0.23802,0.18904,0.77336,0.00100137,0.00100137,0.00100137
123,22805.2,0.33001,0.25462,0.81799,0.99896,0.99813,0.995,0.97867,0.23176,0.19081,0.77212,0.000995866,0.000995866,0.000995866
124,22988.2,0.32399,0.25551,0.80838,0.99837,0.9997,0.995,0.97956,0.23942,0.18967,0.77225,0.000990365,0.000990365,0.000990365
125,23168.9,0.29763,0.23483,0.80626,0.9993,0.99825,0.995,0.97712,0.23889,0.19324,0.77252,0.000984864,0.000984864,0.000984864
126,23354.2,0.31387,0.24101,0.81028,0.99755,0.99825,0.995,0.97562,0.24507,0.19334,0.77406,0.000979362,0.000979362,0.000979362
127,23536.1,0.32826,0.25158,0.81544,0.9979,0.99945,0.995,0.98101,0.23798,0.19245,0.77269,0.000973861,0.000973861,0.000973861
128,23720.2,0.32004,0.24484,0.81044,0.99679,0.99974,0.995,0.9824,0.23267,0.189,0.77265,0.00096836,0.00096836,0.00096836
129,23900.6,0.32047,0.24126,0.82386,1,0.99972,0.995,0.97997,0.23648,0.19072,0.77322,0.000962859,0.000962859,0.000962859
130,24081.1,0.32114,0.24745,0.8088,1,0.99996,0.995,0.97835,0.23677,0.19356,0.77458,0.000957358,0.000957358,0.000957358
131,24261.9,0.32311,0.24888,0.8145,0.99905,0.9998,0.995,0.97595,0.236,0.19447,0.7739,0.000951857,0.000951857,0.000951857
132,24443.8,0.31062,0.24412,0.81141,0.99936,0.99825,0.995,0.98079,0.22693,0.18842,0.77195,0.000946356,0.000946356,0.000946356
133,24627.9,0.31133,0.24156,0.80808,0.99934,0.99838,0.995,0.98207,0.23029,0.19115,0.77263,0.000940855,0.000940855,0.000940855
134,24809.3,0.32082,0.25179,0.81421,0.99914,0.99825,0.995,0.97918,0.24115,0.19639,0.77386,0.000935354,0.000935354,0.000935354
135,24991.8,0.30309,0.23585,0.80432,0.99924,0.99825,0.995,0.9806,0.23516,0.19135,0.7729,0.000929853,0.000929853,0.000929853
136,25179.9,0.32327,0.2512,0.81282,0.99896,0.99981,0.995,0.97462,0.23811,0.19812,0.77344,0.000924352,0.000924352,0.000924352
137,25370.5,0.31259,0.2434,0.81003,0.9984,0.99967,0.995,0.97957,0.23794,0.18885,0.77366,0.00091885,0.00091885,0.00091885
138,25554.1,0.32069,0.25031,0.81606,0.99669,0.99853,0.995,0.97791,0.23472,0.18941,0.77208,0.000913349,0.000913349,0.000913349
139,25735.9,0.30729,0.24369,0.80662,0.99747,0.99847,0.995,0.97477,0.23823,0.19149,0.77242,0.000907848,0.000907848,0.000907848
140,25918.6,0.31475,0.23706,0.8124,0.9943,0.99979,0.995,0.98124,0.23051,0.18416,0.77203,0.000902347,0.000902347,0.000902347
141,26103.1,0.29793,0.2422,0.80761,0.99896,0.99983,0.995,0.97777,0.23014,0.18543,0.77303,0.000896846,0.000896846,0.000896846
142,26288,0.2908,0.23333,0.79963,0.99958,0.99973,0.995,0.97521,0.22562,0.18162,0.77173,0.000891345,0.000891345,0.000891345
143,26472.3,0.31614,0.2472,0.81485,0.99924,0.99976,0.995,0.98099,0.22409,0.18268,0.77169,0.000885844,0.000885844,0.000885844
144,26653.9,0.33327,0.24966,0.82451,0.99978,0.9997,0.995,0.98149,0.22516,0.18415,0.77213,0.000880343,0.000880343,0.000880343
145,26835.6,0.30771,0.237,0.80797,0.99987,0.99986,0.995,0.98012,0.2314,0.18582,0.77184,0.000874842,0.000874842,0.000874842
146,27019.9,0.30732,0.23786,0.80085,0.99949,0.9998,0.995,0.98073,0.22173,0.18207,0.77076,0.00086934,0.00086934,0.00086934
147,27204.7,0.30176,0.23504,0.80885,0.9993,0.99983,0.995,0.98242,0.22498,0.18428,0.7719,0.000863839,0.000863839,0.000863839
148,27386.8,0.29513,0.23319,0.80494,0.99881,0.99936,0.995,0.97889,0.22527,0.18675,0.772,0.000858338,0.000858338,0.000858338
149,27568.9,0.31365,0.24485,0.80413,0.99871,0.99948,0.995,0.97931,0.23313,0.18886,0.77213,0.000852837,0.000852837,0.000852837
150,27753.5,0.30616,0.24415,0.81294,0.99923,0.99968,0.995,0.9814,0.22826,0.19364,0.77175,0.000847336,0.000847336,0.000847336
151,27936,0.30834,0.24104,0.81957,0.9989,0.99971,0.995,0.98209,0.22055,0.18548,0.76996,0.000841835,0.000841835,0.000841835
152,28123.9,0.30215,0.23654,0.80173,0.99897,0.99986,0.995,0.98424,0.22548,0.18563,0.76949,0.000836334,0.000836334,0.000836334
153,28315.6,0.2962,0.23103,0.80081,0.99898,1,0.995,0.98238,0.21634,0.17896,0.76873,0.000830833,0.000830833,0.000830833
154,28509.4,0.3082,0.23662,0.81633,0.99843,0.99976,0.995,0.98177,0.21977,0.18037,0.76971,0.000825332,0.000825332,0.000825332
155,28702.4,0.31001,0.23689,0.81347,0.99891,0.99844,0.995,0.98197,0.22385,0.18157,0.77047,0.000819831,0.000819831,0.000819831
156,28894.1,0.30439,0.23646,0.80848,0.9994,0.99825,0.995,0.97975,0.22642,0.18377,0.77133,0.000814329,0.000814329,0.000814329
157,29080.7,0.31666,0.2404,0.80993,0.99896,0.99969,0.995,0.98021,0.22633,0.18021,0.77151,0.000808828,0.000808828,0.000808828
158,29267.7,0.29839,0.23082,0.80669,0.99828,0.99954,0.995,0.98358,0.22073,0.18004,0.77053,0.000803327,0.000803327,0.000803327
159,29459.3,0.30105,0.23003,0.80188,0.9981,0.99966,0.995,0.98109,0.22204,0.18,0.7705,0.000797826,0.000797826,0.000797826
160,29643.5,0.30724,0.23391,0.80571,0.9985,0.9998,0.995,0.98079,0.21879,0.17557,0.76964,0.000792325,0.000792325,0.000792325
161,29824.7,0.30321,0.2306,0.81317,0.99867,0.99977,0.995,0.98356,0.21389,0.1723,0.77,0.000786824,0.000786824,0.000786824
162,30007.5,0.29015,0.22371,0.80916,0.99905,0.99989,0.995,0.98287,0.21602,0.16906,0.76932,0.000781323,0.000781323,0.000781323
163,30188.9,0.29965,0.22522,0.80877,0.99907,0.99987,0.995,0.97964,0.22204,0.17342,0.77023,0.000775822,0.000775822,0.000775822
164,30371.6,0.3031,0.23293,0.8106,0.99879,0.99986,0.995,0.98012,0.21417,0.16955,0.77021,0.000770321,0.000770321,0.000770321
165,30553.9,0.28748,0.22734,0.80676,0.99874,0.99985,0.995,0.98476,0.21868,0.17431,0.7693,0.00076482,0.00076482,0.00076482
166,30744.6,0.29354,0.22529,0.81335,0.99878,0.99985,0.995,0.98563,0.21209,0.17069,0.76971,0.000759318,0.000759318,0.000759318
167,30928.9,0.28827,0.22409,0.80352,0.99908,0.99982,0.995,0.9832,0.20708,0.16747,0.76956,0.000753817,0.000753817,0.000753817
168,31113.2,0.28752,0.21949,0.80713,0.99916,0.99978,0.995,0.98287,0.21165,0.16676,0.76897,0.000748316,0.000748316,0.000748316
169,31294.3,0.29484,0.22749,0.80025,0.999,0.99985,0.995,0.98336,0.21384,0.16849,0.76965,0.000742815,0.000742815,0.000742815
170,31475.4,0.29905,0.22932,0.8002,0.99872,0.99984,0.995,0.98357,0.21316,0.17349,0.7701,0.000737314,0.000737314,0.000737314
171,31654.3,0.29023,0.2207,0.80675,0.99827,0.99983,0.995,0.98223,0.21515,0.17273,0.76934,0.000731813,0.000731813,0.000731813
172,31834.4,0.30714,0.22799,0.80443,0.9994,0.99825,0.995,0.98492,0.21492,0.1723,0.76986,0.000726312,0.000726312,0.000726312
173,32014.1,0.29064,0.22432,0.81468,0.99934,0.99825,0.995,0.98129,0.21958,0.17816,0.76999,0.000720811,0.000720811,0.000720811
174,32190.9,0.3065,0.23372,0.81098,0.99729,0.9984,0.995,0.9844,0.21707,0.17281,0.77017,0.00071531,0.00071531,0.00071531
175,32367.8,0.27841,0.21733,0.79189,0.9962,0.99982,0.995,0.98419,0.20914,0.17008,0.76889,0.000709809,0.000709809,0.000709809
176,32554.6,0.28371,0.21608,0.80959,0.99676,0.99825,0.995,0.98118,0.21767,0.17075,0.76973,0.000704307,0.000704307,0.000704307
177,32733.2,0.29877,0.2196,0.81943,0.99638,0.99825,0.995,0.9852,0.21015,0.1689,0.77077,0.000698806,0.000698806,0.000698806
178,32910.9,0.30656,0.22624,0.80323,0.99879,0.99825,0.995,0.98618,0.21308,0.16892,0.77159,0.000693305,0.000693305,0.000693305
179,33087.9,0.30046,0.22741,0.81184,0.99593,0.99977,0.995,0.98509,0.22315,0.17862,0.77239,0.000687804,0.000687804,0.000687804
180,33266.3,0.29208,0.22637,0.81197,0.9985,0.99977,0.995,0.98396,0.21385,0.17185,0.76977,0.000682303,0.000682303,0.000682303
181,33443.9,0.30111,0.22831,0.81351,0.99887,0.99997,0.995,0.98596,0.20363,0.1704,0.76871,0.000676802,0.000676802,0.000676802
182,33622.6,0.30749,0.23022,0.8053,0.99893,0.99969,0.995,0.9854,0.21539,0.16906,0.7694,0.000671301,0.000671301,0.000671301
183,33801.8,0.29499,0.2224,0.81461,0.9988,0.99981,0.995,0.98428,0.21286,0.16948,0.76965,0.0006658,0.0006658,0.0006658
184,33980,0.27981,0.21341,0.81014,0.9993,0.99822,0.995,0.98443,0.21057,0.17252,0.77009,0.000660299,0.000660299,0.000660299
185,34156.8,0.27946,0.21327,0.79485,0.99836,0.99977,0.995,0.98565,0.20025,0.16275,0.76886,0.000654798,0.000654798,0.000654798
186,34335,0.26625,0.20396,0.8018,0.99825,0.9998,0.995,0.98687,0.20232,0.16289,0.76814,0.000649297,0.000649297,0.000649297
